"","buying","maint","doors","persons","lug_boot","safety","class"
"2571","high","vhigh","4","2","big","low","unacc"
"2572","low","low","4","more","med","med","acc"
"2573","med","high","4","2","big","med","unacc"
"2574","med","med","5more","more","big","high","vgood"
"2575","vhigh","low","4","2","big","med","unacc"
"2576","med","vhigh","2","2","med","low","unacc"
"2577","high","med","5more","4","small","low","unacc"
"2578","low","low","2","2","big","low","unacc"
"2579","vhigh","high","5more","2","big","med","unacc"
"2580","low","low","3","2","small","low","unacc"
"2581","vhigh","low","4","4","med","med","acc"
"2582","high","vhigh","4","4","big","med","unacc"
"2583","vhigh","med","4","2","big","med","unacc"
"2584","high","med","5more","more","big","high","acc"
"2585","med","low","2","more","med","med","acc"
"2586","vhigh","low","4","4","small","med","vgood"
"2587","low","high","4","4","small","high","acc"
"2588","vhigh","med","3","4","med","high","unacc"
"2589","low","vhigh","4","4","med","med","acc"
"2590","high","med","5more","more","med","low","unacc"
"2591","vhigh","high","2","4","med","med","unacc"
"2592","med","low","2","2","big","med","unacc"
"2593","low","med","3","2","small","low","unacc"
"2594","high","high","5more","more","big","med","acc"
"2595","high","high","2","more","med","low","unacc"
"2596","med","med","4","2","small","low","unacc"
"2597","high","vhigh","2","2","small","med","unacc"
"2598","vhigh","med","2","more","med","med","acc"
"2599","med","med","2","more","med","med","acc"
"2600","vhigh","med","5more","4","med","med","unacc"
"2601","high","vhigh","3","2","big","med","unacc"
"2602","vhigh","med","2","4","big","low","unacc"
"2603","med","low","4","4","med","low","unacc"
"2604","high","vhigh","3","2","med","high","unacc"
"2605","med","vhigh","2","4","big","low","unacc"
"2606","high","high","4","more","small","low","acc"
"2607","high","high","2","2","med","low","unacc"
"2608","high","low","2","4","med","med","acc"
"2609","vhigh","vhigh","2","2","small","low","unacc"
"2610","high","vhigh","5more","4","small","med","unacc"
"2611","high","low","3","4","med","med","unacc"
"2612","low","med","3","4","small","low","unacc"
"2613","med","high","3","more","med","med","acc"
"2614","vhigh","high","4","2","med","low","unacc"
"2615","low","med","2","more","small","low","unacc"
"2616","med","med","5more","more","big","low","unacc"
"2617","vhigh","low","4","4","big","low","unacc"
"2618","med","low","5more","4","small","high","unacc"
"2619","med","vhigh","5more","2","med","low","unacc"
"2620","high","high","2","4","small","high","acc"
"2621","high","low","4","4","big","high","acc"
"2622","high","med","3","2","big","low","unacc"
"2623","vhigh","high","5more","more","small","low","unacc"
"2624","vhigh","vhigh","5more","more","small","low","unacc"
"2625","vhigh","med","3","4","big","med","unacc"
"2626","med","med","2","2","small","med","unacc"
"2627","high","med","5more","more","big","med","acc"
"2628","vhigh","low","4","4","big","low","unacc"
"2629","vhigh","vhigh","5more","more","small","high","unacc"
"2630","vhigh","vhigh","3","more","med","low","unacc"
"2631","vhigh","vhigh","3","more","big","med","acc"
"2632","high","low","4","4","big","high","unacc"
"2633","high","vhigh","3","more","big","med","unacc"
"2634","high","med","5more","more","big","low","unacc"
"2635","med","med","5more","4","big","low","unacc"
"2636","med","high","5more","4","big","high","acc"
"2637","vhigh","med","5more","more","big","low","unacc"
"2638","low","low","2","2","big","low","unacc"
"2639","vhigh","vhigh","4","2","big","med","unacc"
"2640","high","med","5more","4","small","med","unacc"
"2641","vhigh","low","3","2","big","high","unacc"
"2642","vhigh","low","3","more","med","high","acc"
"2643","high","vhigh","3","2","big","med","unacc"
"2644","med","vhigh","3","more","big","low","unacc"
"2645","high","med","2","more","med","low","unacc"
"2646","high","vhigh","3","2","small","low","unacc"
"2647","vhigh","low","2","2","big","med","unacc"
"2648","med","low","4","2","med","high","unacc"
"2649","vhigh","vhigh","5more","4","med","low","unacc"
"2650","vhigh","med","2","more","small","low","unacc"
"2651","low","high","4","2","small","high","unacc"
"2652","low","med","4","more","big","med","unacc"
"2653","vhigh","low","4","2","small","med","unacc"
"2654","high","low","4","more","big","high","acc"
"2655","low","high","2","2","small","high","acc"
"2656","med","vhigh","4","4","big","high","vgood"
"2657","low","vhigh","2","more","big","high","unacc"
"2658","med","high","2","more","small","high","acc"
"2659","high","high","4","more","med","med","acc"
"2660","high","med","5more","2","small","low","unacc"
"2661","low","high","4","2","med","low","unacc"
"2662","high","med","4","2","big","low","unacc"
"2663","low","high","3","2","small","med","unacc"
"2664","vhigh","vhigh","2","4","med","high","unacc"
"2665","low","high","4","4","med","low","acc"
"2666","med","med","4","more","small","low","unacc"
"2667","low","med","4","2","small","high","unacc"
"2668","low","high","4","2","big","low","unacc"
"2669","vhigh","med","5more","4","big","high","acc"
"2670","high","vhigh","5more","more","small","med","unacc"
"2671","med","vhigh","2","more","med","med","unacc"
"2672","med","vhigh","5more","4","med","high","acc"
"2673","high","vhigh","3","4","big","low","unacc"
"2674","high","vhigh","3","4","med","high","acc"
"2675","med","vhigh","2","more","big","low","unacc"
"2676","low","high","4","4","med","high","vgood"
"2677","high","med","2","2","small","med","unacc"
"2678","low","med","3","more","small","low","unacc"
"2679","med","high","4","more","med","low","unacc"
"2680","vhigh","med","3","more","small","med","unacc"
"2681","low","high","4","4","small","med","acc"
"2682","med","vhigh","5more","more","small","med","unacc"
"2683","vhigh","high","5more","more","small","low","unacc"
"2684","high","vhigh","4","4","med","med","unacc"
"2685","vhigh","low","4","2","small","med","unacc"
"2686","med","vhigh","2","more","small","high","unacc"
"2687","med","vhigh","5more","4","big","med","acc"
"2688","high","high","3","2","small","high","unacc"
"2689","med","low","5more","more","small","high","good"
"2690","high","med","2","2","med","high","unacc"
"2691","med","vhigh","4","2","small","low","unacc"
"2692","high","low","3","2","big","high","unacc"
"2693","med","med","4","4","med","low","unacc"
"2694","vhigh","low","2","2","small","med","unacc"
"2695","high","high","4","2","med","med","unacc"
"2696","low","high","4","more","small","low","unacc"
"2697","high","low","2","4","big","high","unacc"
"2698","med","vhigh","2","more","med","med","acc"
"2699","high","low","2","4","big","low","unacc"
"2700","med","high","5more","more","big","low","unacc"
"2701","vhigh","high","2","more","med","low","unacc"
"2702","high","med","2","4","med","low","unacc"
"2703","high","vhigh","5more","more","small","low","unacc"
"2704","low","med","4","2","med","low","unacc"
"2705","med","high","5more","more","med","med","acc"
"2706","high","vhigh","3","4","big","low","unacc"
"2707","vhigh","vhigh","4","more","med","high","acc"
"2708","low","high","3","2","big","low","unacc"
"2709","med","vhigh","5more","2","small","low","unacc"
"2710","vhigh","vhigh","4","2","small","low","unacc"
"2711","high","med","3","4","big","med","acc"
"2712","vhigh","low","4","2","small","med","unacc"
"2713","high","vhigh","3","more","med","high","unacc"
"2714","high","vhigh","5more","2","small","high","unacc"
"2715","med","vhigh","3","more","med","high","acc"
"2716","vhigh","low","3","more","small","med","acc"
"2717","low","med","5more","more","big","low","unacc"
"2718","med","vhigh","4","more","med","med","unacc"
"2719","low","low","4","4","big","high","acc"
"2720","med","high","5more","4","med","low","unacc"
"2721","high","vhigh","2","2","big","low","unacc"
"2722","low","high","5more","2","big","low","unacc"
"2723","vhigh","med","3","4","big","low","unacc"
"2724","high","vhigh","4","more","small","high","good"
"2725","vhigh","high","4","2","small","high","unacc"
"2726","med","vhigh","5more","2","small","high","unacc"
"2727","low","med","5more","more","med","low","unacc"
"2728","low","low","3","2","small","low","unacc"
"2729","vhigh","high","3","more","small","low","unacc"
"2730","high","high","3","more","med","med","acc"
"2731","vhigh","low","2","4","med","low","unacc"
"2732","high","med","3","4","big","low","unacc"
"2733","high","vhigh","4","4","big","high","unacc"
"2734","med","vhigh","2","2","med","high","unacc"
"2735","med","vhigh","5more","more","big","med","unacc"
"2736","vhigh","vhigh","2","more","small","med","unacc"
"2737","high","low","2","4","small","low","unacc"
"2738","high","vhigh","2","more","med","high","acc"
"2739","med","vhigh","2","more","big","low","unacc"
"2740","high","med","3","2","small","med","unacc"
"2741","vhigh","vhigh","3","more","med","low","unacc"
"2742","med","low","2","2","med","low","unacc"
"2743","high","high","3","more","big","low","unacc"
"2744","med","high","4","more","med","med","acc"
"2745","high","med","4","2","small","med","unacc"
"2746","high","vhigh","4","2","big","low","unacc"
"2747","low","med","5more","2","med","high","unacc"
"2748","low","high","2","more","big","high","unacc"
"2749","high","high","3","more","small","med","unacc"
"2750","low","vhigh","5more","2","big","low","unacc"
"2751","low","med","2","more","med","high","acc"
"2752","low","low","2","more","big","high","vgood"
"2753","med","vhigh","3","2","small","low","unacc"
"2754","vhigh","high","4","4","med","med","acc"
"2755","high","high","4","2","med","med","unacc"
"2756","high","high","3","more","small","med","unacc"
"2757","vhigh","high","5more","more","med","low","vgood"
"2758","vhigh","high","3","4","small","high","unacc"
"2759","high","vhigh","3","4","big","low","unacc"
"2760","med","low","2","2","small","high","unacc"
"2761","med","vhigh","2","4","med","low","unacc"
"2762","low","med","3","more","med","low","unacc"
"2763","high","med","2","2","big","low","unacc"
"2764","vhigh","vhigh","2","more","big","low","unacc"
"2765","med","high","5more","more","big","low","unacc"
"2766","med","vhigh","4","2","big","low","unacc"
"2767","low","med","2","4","big","high","acc"
"2768","med","high","3","more","med","med","acc"
"2769","high","high","3","2","big","high","unacc"
"2770","med","med","3","more","med","high","acc"
"2771","high","med","3","4","med","low","unacc"
"2772","high","high","4","more","med","low","unacc"
"2773","high","high","2","more","small","low","unacc"
"2774","high","med","4","4","big","med","acc"
"2775","low","high","2","4","big","high","acc"
"2776","vhigh","vhigh","2","more","big","low","unacc"
"2777","med","vhigh","5more","more","med","low","unacc"
"2778","med","med","5more","4","small","high","acc"
"2779","high","med","4","4","med","high","acc"
"2780","vhigh","vhigh","4","more","med","high","unacc"
"2781","med","high","5more","4","small","high","acc"
"2782","med","med","3","4","big","high","acc"
"2783","high","low","5more","more","small","high","unacc"
"2784","vhigh","high","2","4","big","med","unacc"
"2785","med","high","4","more","big","med","acc"
"2786","low","vhigh","2","more","med","high","acc"
"2787","vhigh","high","4","4","big","low","unacc"
"2788","med","vhigh","2","more","small","high","acc"
"2789","low","low","4","2","big","high","unacc"
"2790","vhigh","med","4","more","med","med","acc"
"2791","vhigh","vhigh","2","2","big","high","unacc"
"2792","med","vhigh","3","2","med","med","unacc"
"2793","high","high","5more","2","small","low","unacc"
"2794","high","vhigh","3","more","big","high","acc"
"2795","low","vhigh","5more","2","med","med","unacc"
"2796","med","low","4","2","small","med","unacc"
"2797","vhigh","vhigh","3","2","small","med","unacc"
"2798","high","low","5more","4","big","high","acc"
"2799","high","vhigh","3","more","small","high","acc"
"2800","vhigh","low","3","4","med","high","acc"
"2801","vhigh","med","3","more","big","low","unacc"
"2802","low","low","2","4","med","high","good"
"2803","vhigh","low","5more","2","med","low","unacc"
"2804","low","med","3","4","small","low","unacc"
"2805","med","vhigh","3","4","small","high","good"
"2806","high","high","2","2","med","med","unacc"
"2807","high","low","3","2","big","high","unacc"
"2808","high","low","5more","2","small","low","unacc"
"2809","low","low","2","2","small","high","unacc"
"2810","med","vhigh","3","more","small","med","unacc"
"2811","high","low","5more","2","small","med","unacc"
"2812","vhigh","low","2","more","med","med","unacc"
"2813","vhigh","high","4","4","med","high","unacc"
"2814","med","low","2","2","med","low","unacc"
"2815","med","vhigh","3","4","small","high","acc"
